site,site.abbrev,plot.treat,plot.orient,species,quad,grid,treat,bloom.start,bloom.end,date.harvest,num.flowers,num.fruits,height,leaf.length,X.stems,X.leaves,num.sharpie.flowers,fruit.collected,dev.seed1,undev.seed1,weight.1,dev.seed,undev.seed,seed.weight
StupidFalls,SF,manip,south,Taraxacum officinale,18,P,exclusion,NA,07/05/2019,NA,5,NA,NA,20.5,NA,19,NA,NA,NA,NA,NA,170,7,0.094
StupidFalls,SF,manip,south,Taraxacum officinale,25,F,exclusion,NA,6/25/19,NA,4,NA,NA,15,NA,13,NA,NA,NA,NA,NA,195,15,0.178
StupidFalls,SF,manip,south,Taraxacum officinale,30,L,exclusion,NA,07/05/2019,NA,3,NA,NA,26,NA,15,NA,NA,154,9,0.145,NA,NA,NA
403Bench,403B,control,south,Thalictrum fendleri,10,A,open,NA,NA,08/05/2019,11,NA,43,NA,NA,NA,NA,NA,78,3,NA,NA,NA,NA
403Bench,403B,control,south,Thalictrum fendleri,15,A,open,NA,NA,08/05/2019,4,NA,44,NA,NA,NA,NA,NA,35,2,NA,NA,NA,NA
403Bench,403B,control,south,Thalictrum fendleri,16,M,open,NA,NA,08/05/2019,9,NA,60,NA,NA,NA,NA,NA,22,30,NA,NA,NA,NA
403Bench,403B,control,south,Thalictrum fendleri,17,P,open,7/23/19,NA,08/05/2019,4,NA,47,NA,NA,NA,NA,NA,42,1,NA,NA,NA,NA
403Bench,403B,control,south,Thalictrum fendleri,19,E,open,NA,NA,08/05/2019,13,NA,43,NA,NA,NA,NA,NA,114,6,NA,NA,NA,NA
403Bench,403B,control,south,Thalictrum fendleri,24,A,open,7/23/19,NA,08/05/2019,5,NA,41,NA,NA,NA,NA,NA,47,0,NA,NA,NA,NA
403Bench,403B,control,south,Thalictrum fendleri,24,I,open,7/23/19,NA,08/05/2019,5,NA,42,NA,NA,NA,NA,NA,42,5,NA,NA,NA,NA
BellviewBench,BB,control,north,Thalictrum fendleri,8,J,open,7/17/19,7/24/19,NA,20,NA,45,NA,NA,NA,NA,NA,185,7,NA,NA,NA,NA
BellviewBench,BB,control,north,Thalictrum fendleri,17,J,open,7/17/19,7/24/19,NA,5,NA,54,NA,NA,NA,NA,NA,24,6,NA,NA,NA,NA
BellviewBench,BB,control,north,Thalictrum fendleri,17,G,open,7/17/19,7/24/19,NA,5,NA,49,NA,NA,NA,NA,NA,23,2,NA,NA,NA,NA
BellviewBench,BB,control,north,Thalictrum fendleri,19,G,open,7/17/19,7/24/19,NA,2,NA,33,NA,NA,NA,NA,NA,6,2,NA,NA,NA,NA
BellviewBench,BB,control,north,Thalictrum fendleri,22,O,open,7/17/19,7/24/19,NA,3,NA,47,NA,NA,NA,NA,NA,25,8,NA,NA,NA,NA
BellviewBench,BB,control,north,Thalictrum fendleri,27,K,open,7/17/19,7/24/19,NA,14,NA,51,NA,NA,NA,NA,NA,159,6,NA,NA,NA,NA
BellviewBench,BB,control,north,Thalictrum fendleri,28,J,open,7/17/19,7/24/19,NA,3,NA,33,NA,NA,NA,NA,NA,34,0,NA,NA,NA,NA
BellviewBench,BB,control,north,Thalictrum fendleri,28,G,open,7/17/19,7/24/19,NA,4,NA,33,NA,NA,NA,NA,NA,28,4,NA,NA,NA,NA
403Bench,403B,manip,north,Thalictrum fendleri,15,M,open,7/23/19,7/30/19,08/05/2019,5,NA,32,NA,NA,NA,NA,NA,17,14,NA,NA,NA,NA
403Bench,403B,manip,north,Thalictrum fendleri,15,I,open,7/23/19,7/30/19,08/05/2019,6,NA,37,NA,NA,NA,NA,NA,12,46,NA,NA,NA,NA
403Bench,403B,manip,north,Thalictrum fendleri,16,H,open,7/23/19,7/30/19,08/05/2019,5,NA,41,NA,NA,NA,NA,NA,34,11,NA,NA,NA,NA
403Bench,403B,manip,north,Thalictrum fendleri,16,P,open,7/23/19,7/30/19,08/05/2019,7,NA,32,NA,NA,NA,NA,NA,23,26,NA,NA,NA,NA
403Bench,403B,manip,north,Thalictrum fendleri,19,N,open,7/23/19,7/30/19,08/05/2019,11,NA,38,NA,NA,NA,NA,11,71,26,NA,NA,NA,NA
403Bench,403B,manip,north,Thalictrum fendleri,20,D,open,7/23/19,7/30/19,08/05/2019,19,NA,46,NA,NA,NA,NA,19,105,39,NA,NA,NA,NA
403Bench,403B,manip,north,Thalictrum fendleri,20,P,open,7/23/19,NA,08/05/2019,9,NA,28,NA,NA,NA,NA,9,49,27,NA,NA,NA,NA
BellviewBench,BB,manip,south,Thalictrum fendleri,9,O,open,07/12/2019,7/24/19,NA,46,NA,74,NA,NA,NA,NA,NA,380,25,NA,NA,NA,NA
BellviewBench,BB,manip,south,Thalictrum fendleri,14,I,open,07/12/2019,7/24/19,NA,34,NA,81,NA,NA,NA,NA,NA,195,40,NA,NA,NA,NA
BellviewBench,BB,manip,south,Thalictrum fendleri,16,K,open,07/12/2019,7/24/19,NA,10,NA,58,NA,NA,NA,NA,NA,89,2,NA,NA,NA,NA
BellviewBench,BB,manip,south,Thalictrum fendleri,17,K,open,07/12/2019,7/24/19,NA,12,NA,52,NA,NA,NA,NA,NA,59,19,NA,NA,NA,NA
BellviewBench,BB,manip,south,Thalictrum fendleri,20,A,open,07/12/2019,7/24/19,NA,17,NA,51,NA,NA,NA,NA,NA,139,3,NA,NA,NA,NA
BellviewBench,BB,manip,south,Thalictrum fendleri,24,D,open,07/12/2019,7/24/19,NA,25,NA,66,NA,NA,NA,NA,NA,179,22,NA,NA,NA,NA
BellviewBench,BB,manip,south,Thalictrum fendleri,25,D,open,07/12/2019,7/24/19,NA,21,NA,60,NA,NA,NA,NA,NA,164,10,NA,NA,NA,NA
BellviewBench,BB,manip,south,Thalictrum fendleri,26,D,open,07/12/2019,7/24/19,NA,13,NA,62,NA,NA,NA,NA,NA,79,5,NA,NA,NA,NA
AveryPicnic,AP,control,south,Viola praemorsa,3,A,open,6/28/19,07/02/2019,7/16/19,1,NA,NA,NA,NA,8,NA,NA,0,NA,NA,NA,NA,NA
AveryPicnic,AP,control,south,Viola praemorsa,7,P,open-hand,6/28/19,07/02/2019,7/16/19,4,NA,NA,NA,NA,18,NA,NA,6,NA,NA,NA,NA,NA
AveryPicnic,AP,control,south,Viola praemorsa,8,O,open,6/28/19,07/02/2019,7/16/19,1,NA,NA,NA,NA,5,NA,NA,6,NA,NA,NA,NA,NA
AveryPicnic,AP,control,south,Viola praemorsa,9,M,open-hand,6/28/19,07/05/2019,7/16/19,1,NA,NA,NA,NA,3,NA,NA,8,NA,NA,NA,NA,NA
AveryPicnic,AP,control,south,Viola praemorsa,19,F,open,6/28/19,07/02/2019,7/16/19,3,NA,NA,NA,NA,15,NA,NA,12,NA,NA,NA,NA,NA
AveryPicnic,AP,control,south,Viola praemorsa,21,N,open-hand,6/28/19,07/02/2019,7/16/19,3,NA,NA,NA,NA,7,NA,NA,14,NA,NA,NA,NA,NA
AveryPicnic,AP,control,south,Viola praemorsa,23,L,open-hand,6/28/19,07/02/2019,7/16/19,1,NA,NA,NA,NA,18,NA,NA,16,NA,NA,NA,NA,NA
AveryPicnic,AP,control,south,Viola praemorsa,24,L,open-hand,6/28/19,07/02/2019,7/16/19,1,NA,NA,NA,NA,16,NA,NA,9,NA,NA,NA,NA,NA
AveryPicnic,AP,control,south,Viola praemorsa,26,L,open-hand,6/28/19,07/02/2019,7/16/19,1,NA,NA,NA,NA,10,NA,NA,6,NA,NA,NA,NA,NA
AveryPicnic,AP,control,south,Viola praemorsa,28,J,open,6/28/19,07/02/2019,7/16/19,1,NA,NA,NA,NA,6,NA,NA,6,NA,NA,NA,NA,NA
AveryPicnic,AP,control,south,Viola praemorsa,30,N,open,6/28/19,07/02/2019,7/16/19,1,NA,NA,NA,NA,13,NA,NA,8,NA,NA,NA,NA,NA
AveryPicnic,AP,control,south,Viola praemorsa,30,A,open,6/28/19,07/02/2019,7/16/19,4,NA,NA,NA,NA,24,NA,NA,0,NA,NA,NA,NA,NA
StupidFalls,SF,control,north,Viola praemorsa,26,N,open-hand,6/25/19,6/28/19,NA,9,NA,NA,NA,NA,53,NA,NA,24,NA,NA,NA,NA,NA
StupidFalls,SF,control,north,Viola praemorsa,28,C,open,6/18/19,6/25/19,NA,6,NA,NA,NA,NA,27,NA,NA,33,NA,NA,NA,NA,NA
StupidFalls,SF,control,north,Viola praemorsa,28,N,open,6/18/19,6/25/19,07/12/2019,1,NA,NA,NA,NA,11,NA,NA,14,NA,NA,NA,NA,NA
StupidFalls,SF,control,north,Viola praemorsa,28,N,open-hand,6/25/19,6/28/19,07/12/2019,2,NA,NA,NA,NA,23,NA,NA,16,NA,NA,NA,NA,NA
AveryPicnic,AP,manip,north,Viola praemorsa,2,A,open,6/28/19,07/02/2019,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
AveryPicnic,AP,manip,north,Viola praemorsa,2,C,open-hand,6/25/19,07/02/2019,7/16/19,2,NA,NA,NA,NA,7,NA,NA,13,NA,NA,NA,NA,NA
AveryPicnic,AP,manip,north,Viola praemorsa,3,O,open-hand,6/25/19,07/02/2019,7/16/19,3,NA,NA,NA,NA,7,NA,NA,12,NA,NA,NA,NA,NA
AveryPicnic,AP,manip,north,Viola praemorsa,11,N,open,6/25/19,6/28/19,7/16/19,1,NA,NA,NA,NA,11,NA,NA,17,NA,NA,NA,NA,NA
AveryPicnic,AP,manip,north,Viola praemorsa,16,O,open,6/25/19,07/02/2019,NA,1,NA,NA,NA,NA,8,NA,NA,18,NA,NA,NA,NA,NA
AveryPicnic,AP,manip,north,Viola praemorsa,16,C,open-hand,6/25/19,6/28/19,NA,1,NA,NA,NA,NA,7,NA,NA,9,NA,NA,NA,NA,NA
AveryPicnic,AP,manip,north,Viola praemorsa,20,L,open,6/28/19,07/02/2019,NA,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
AveryPicnic,AP,manip,north,Viola praemorsa,20,K,open-hand,6/25/19,07/02/2019,7/16/19,1,NA,NA,NA,NA,4,NA,NA,11,NA,NA,NA,NA,NA
AveryPicnic,AP,manip,north,Viola praemorsa,24,K,open,6/25/19,6/28/19,NA,1,NA,NA,NA,NA,2,NA,NA,11,NA,NA,NA,NA,NA
AveryPicnic,AP,manip,north,Viola praemorsa,24,M,open-hand,6/25/19,6/28/19,7/16/19,2,NA,NA,NA,NA,10,NA,NA,5,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,1,M,open,06/11/2019,6/25/19,07/12/2019,4,NA,NA,NA,NA,11,NA,NA,14,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,1,A,open-hand,06/11/2019,6/25/19,07/12/2019,4,NA,NA,NA,NA,18,NA,NA,37,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,3,H,open,6/14/19,6/25/19,07/12/2019,3,NA,NA,NA,NA,35,NA,NA,14,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,6,C,open,06/11/2019,6/25/19,07/12/2019,3,NA,NA,NA,NA,9,NA,NA,24,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,6,A,open-hand,06/11/2019,6/25/19,07/12/2019,2,NA,NA,NA,NA,12,NA,NA,25,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,7,F,open-hand,06/11/2019,6/25/19,NA,1,NA,NA,NA,NA,16,NA,NA,9,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,8,J,open,6/14/19,6/25/19,07/12/2019,1,NA,NA,NA,NA,7,NA,NA,17,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,9,N,open,06/11/2019,6/25/19,07/12/2019,1,NA,NA,NA,NA,10,NA,NA,14,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,9,A,open-hand,06/11/2019,6/25/19,07/12/2019,2,NA,NA,NA,NA,13,NA,NA,20,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,10,N,open,6/14/19,6/25/19,07/12/2019,1,NA,NA,NA,NA,8,NA,NA,7,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,11,P,open-hand,06/11/2019,6/25/19,NA,3,NA,NA,NA,NA,9,NA,NA,11,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,11,F,open-hand,06/11/2019,6/25/19,NA,2,NA,NA,NA,NA,7,NA,NA,9,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,15,H,open-hand,06/11/2019,6/25/19,07/12/2019,6,NA,NA,NA,NA,16,NA,NA,11,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Viola praemorsa,27,E,open,6/14/19,6/25/19,NA,2,NA,NA,NA,NA,8,NA,NA,21,NA,NA,NA,NA,NA
